mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7009224891662598,0.06839180828158077,0.022435760498046874,0.005074736096025053,3,0.7,1.0,0.01,"{'max_depth': 3, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.8779134295227525,0.8845726970033296,0.8912319644839067,0.8668146503884573,0.8777777777777778,0.8796621038352448,0.008119620770716936,133
0.6874509811401367,0.09126402811724876,0.01886467933654785,0.005535411000459141,3,0.7,1.0,0.03,"{'max_depth': 3, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.8801331853496115,0.8845726970033296,0.8912319644839067,0.8668146503884573,0.8744444444444445,0.8794393883339499,0.008369355257106362,141
0.5966508388519287,0.024485989588219206,0.01414031982421875,0.0024178136014307286,3,0.7,1.0,0.07,"{'max_depth': 3, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.07}",0.8756936736958935,0.8834628190899001,0.8856825749167592,0.8679245283018868,0.8755555555555555,0.877663830311999,0.006342064002632101,176
0.5988980770111084,0.0462185606895027,0.017386341094970705,0.003964845810080411,3,0.7,1.0,0.1,"{'max_depth': 3, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.1}",0.8645948945615982,0.8701442841287459,0.876803551609323,0.8601553829078802,0.8755555555555555,0.8694507337526206,0.006352897187575763,227
0.571201229095459,0.02243167766554951,0.014795970916748048,0.002924290129364828,3,0.8,0.7,0.01,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.881243063263041,0.8834628190899001,0.8901220865704772,0.8723640399556049,0.8844444444444445,0.8823272906646935,0.005778797831643496,103
0.5857103824615478,0.020570745250167267,0.016978883743286134,0.005441936670604701,3,0.8,0.7,0.03,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.03}",0.8779134295227525,0.8823529411764706,0.8890122086570478,0.8701442841287459,0.8744444444444445,0.8787734615858922,0.006505188142920426,159
0.5780418395996094,0.03683094319913429,0.012316608428955078,0.00222092124756849,3,0.8,0.7,0.07,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.07}",0.8623751387347391,0.8823529411764706,0.8823529411764706,0.8690344062153164,0.8744444444444445,0.8741119743494883,0.0077391551639140405,182
0.6337701320648194,0.05509997209592618,0.014345169067382812,0.003816223217815649,3,0.8,0.7,0.1,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.1}",0.8623751387347391,0.8690344062153164,0.8756936736958935,0.8612652608213096,0.8722222222222222,0.8681181403378961,0.005568047449729994,256
0.8624847412109375,0.08757145826258445,0.023813247680664062,0.004581952640830999,3,0.8,0.8,0.01,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.8823529411764706,0.8867924528301887,0.8901220865704772,0.8712541620421753,0.8822222222222222,0.8825487729683068,0.006373023130981278,101
0.9115560531616211,0.03751030044789836,0.02469501495361328,0.007069765101838928,3,0.8,0.8,0.03,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.03}",0.876803551609323,0.881243063263041,0.8901220865704772,0.8690344062153164,0.8755555555555555,0.8785517326427426,0.006981820205510569,161
0.7911602020263672,0.07456054378998629,0.017977142333984376,0.006783488763797382,3,0.8,0.8,0.07,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.07}",0.8790233074361821,0.8801331853496115,0.8879023307436182,0.8690344062153164,0.8755555555555555,0.8783297570600567,0.006155765979330219,166
0.7574851512908936,0.08909830331648075,0.018781423568725586,0.004211568001253957,3,0.8,0.8,0.1,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.1}",0.8645948945615982,0.8723640399556049,0.8779134295227525,0.8612652608213096,0.8733333333333333,0.8698941916389197,0.006079095641754542,212
0.8751994609832764,0.07545467228910724,0.02449517250061035,0.003740451539332471,3,0.8,0.9,0.01,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.01}",0.8790233074361821,0.8845726970033296,0.8901220865704772,0.8712541620421753,0.88,0.8809944506104328,0.006258836062564471,109
0.8682583332061767,0.05988578164620051,0.018445253372192383,0.0041025336696514725,3,0.8,0.9,0.03,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.03}",0.881243063263041,0.881243063263041,0.8890122086570478,0.8634850166481687,0.8788888888888889,0.8787744481440374,0.008375913964269757,153
0.8166391849517822,0.106639090903504,0.019657135009765625,0.0058885661192521555,3,0.8,0.9,0.07,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.07}",0.8756936736958935,0.8834628190899001,0.8879023307436182,0.8690344062153164,0.8744444444444445,0.8781075348378344,0.006725826582656691,172
0.7610785484313964,0.09624631922755429,0.017085838317871093,0.003429858625730949,3,0.8,0.9,0.1,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.1}",0.8623751387347391,0.876803551609323,0.8756936736958935,0.8612652608213096,0.8744444444444445,0.8701164138611419,0.006823866029966859,209
0.7380334854125976,0.07733953549747963,0.013954734802246094,0.004349046077306622,3,0.8,1.0,0.01,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.8823529411764706,0.8845726970033296,0.8901220865704772,0.8712541620421753,0.8822222222222222,0.882104821802935,0.006134804082989745,104
0.7519924640655518,0.07629469039806487,0.015466547012329102,0.0030217481617278493,3,0.8,1.0,0.03,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.8779134295227525,0.8834628190899001,0.8901220865704772,0.8690344062153164,0.8788888888888889,0.8798843260574669,0.0069312833096498595,129
0.7175770282745362,0.026610973045817284,0.01644611358642578,0.0038677543861806787,3,0.8,1.0,0.07,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.07}",0.8779134295227525,0.8834628190899001,0.8890122086570478,0.8679245283018868,0.8755555555555555,0.8787737082254286,0.007150048151639845,157
0.6965378761291504,0.08676194556506181,0.012528705596923827,0.004190142103055348,3,0.8,1.0,0.1,"{'max_depth': 3, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.1}",0.8634850166481687,0.8701442841287459,0.8756936736958935,0.8612652608213096,0.8744444444444445,0.8690065359477124,0.005761903278662707,240
